Institution Name,City,State,Website,Domain,Clearbit Logo URL
Nova Academy of Cosmetology Woodbury (NACW),WOODBURY,Minnesota (MN),https://novaacademy.edu/,novaacademy.edu,https://logo.clearbit.com/novaacademy.edu
University of Minnesota-Duluth (UM),Duluth,Minnesota (MN),https://www.d.umn.edu/,d.umn.edu,https://logo.clearbit.com/d.umn.edu
University of Minnesota-Morris (UM),Morris,Minnesota (MN),https://morris.umn.edu/,morris.umn.edu,https://logo.clearbit.com/morris.umn.edu
Model College of Hair Design (MCHD),Saint Cloud,Minnesota (MN),https://www.modelcollegeofhairdesign.com/,modelcollegeofhairdesign.com,https://logo.clearbit.com/modelcollegeofhairdesign.com
Minnesota State University Moorhead (MSUM),Moorhead,Minnesota (MN),https://www.mnstate.edu/,mnstate.edu,https://logo.clearbit.com/mnstate.edu
North Hennepin Community College (NHCC),Brooklyn Park,Minnesota (MN),https://www.nhcc.edu/,nhcc.edu,https://logo.clearbit.com/nhcc.edu
Normandale Community College (NCC),Bloomington,Minnesota (MN),https://www.normandale.edu/,normandale.edu,https://logo.clearbit.com/normandale.edu
North Central University (NCU),Minneapolis,Minnesota (MN),https://www.northcentral.edu/,northcentral.edu,https://logo.clearbit.com/northcentral.edu
Northland Community and Technical College (NCTC),Thief River Falls,Minnesota (MN),https://www.northlandcollege.edu/,northlandcollege.edu,https://logo.clearbit.com/northlandcollege.edu
University of Northwestern-St Paul (UNP),Saint Paul,Minnesota (MN),https://www.unwsp.edu/,unwsp.edu,https://logo.clearbit.com/unwsp.edu
Northwestern Health Sciences University (NHSU),Bloomington,Minnesota (MN),https://www.nwhealth.edu/,nwhealth.edu,https://logo.clearbit.com/nwhealth.edu
Oak Hills Christian College (OHCC),Bemidji,Minnesota (MN),https://www.oakhills.edu/,oakhills.edu,https://logo.clearbit.com/oakhills.edu
Pine Technical & Community College (PTCC),Pine City,Minnesota (MN),https://www.pine.edu/,pine.edu,https://logo.clearbit.com/pine.edu
Rochester Community and Technical College (RCTC),Rochester,Minnesota (MN),https://www.rctc.edu/,rctc.edu,https://logo.clearbit.com/rctc.edu
College of Saint Benedict (CSB),Saint Joseph,Minnesota (MN),https://csbsju.edu/,csbsju.edu,https://logo.clearbit.com/csbsju.edu
St Cloud Technical and Community College (SCTCC),Saint Cloud,Minnesota (MN),https://www.sctcc.edu/,sctcc.edu,https://logo.clearbit.com/sctcc.edu
Saint Cloud State University (SCSU),Saint Cloud,Minnesota (MN),https://www.stcloudstate.edu/,stcloudstate.edu,https://logo.clearbit.com/stcloudstate.edu
Saint Mary's University of Minnesota (SMUM),Winona,Minnesota (MN),https://www.smumn.edu/,smumn.edu,https://logo.clearbit.com/smumn.edu
St Olaf College (SOC),Northfield,Minnesota (MN),https://wp.stolaf.edu/,wp.stolaf.edu,https://logo.clearbit.com/wp.stolaf.edu
Crown College (CC),Saint Bonifacius,Minnesota (MN),https://www.crown.edu/,crown.edu,https://logo.clearbit.com/crown.edu
The College of Saint Scholastica (TCSS),Duluth,Minnesota (MN),https://www.css.edu/,css.edu,https://logo.clearbit.com/css.edu
University of St Thomas (UST),Saint Paul,Minnesota (MN),https://www.stthomas.edu/,stthomas.edu,https://logo.clearbit.com/stthomas.edu
St Catherine University (SCU),Saint Paul,Minnesota (MN),https://www.stkate.edu/,stkate.edu,https://logo.clearbit.com/stkate.edu
Saint Paul College (SPC),Saint Paul,Minnesota (MN),https://www.saintpaul.edu/,saintpaul.edu,https://logo.clearbit.com/saintpaul.edu
Southwest Minnesota State University (SMSU),Marshall,Minnesota (MN),https://www.smsu.edu/,smsu.edu,https://logo.clearbit.com/smsu.edu
Summit Academy Opportunities Industrialization Center (SAOIC),Minneapolis,Minnesota (MN),https://www.saoic.org/,saoic.org,https://logo.clearbit.com/saoic.org
United Theological Seminary of the Twin Cities (UTSTTC),St. Paul,Minnesota (MN),https://www.unitedseminary.edu/,unitedseminary.edu,https://logo.clearbit.com/unitedseminary.edu
Dunwoody College of Technology (DCT),Minneapolis,Minnesota (MN),https://www.dunwoody.edu/,dunwoody.edu,https://logo.clearbit.com/dunwoody.edu
Ridgewater College (RC),Willmar,Minnesota (MN),https://www.ridgewater.edu/,ridgewater.edu,https://logo.clearbit.com/ridgewater.edu
Minnesota State College Southeast (MSCS),Winona,Minnesota (MN),https://www.southeastmn.edu/,southeastmn.edu,https://logo.clearbit.com/southeastmn.edu
Winona State University (WSU),Winona,Minnesota (MN),https://www.winona.edu/,winona.edu,https://logo.clearbit.com/winona.edu
Mitchell Hamline School of Law (MHSL),Saint Paul,Minnesota (MN),https://www.mitchellhamline.edu/,mitchellhamline.edu,https://logo.clearbit.com/mitchellhamline.edu
Century College (CC),White Bear Lake,Minnesota (MN),https://www.century.edu/,century.edu,https://logo.clearbit.com/century.edu
Alcorn State University (ASU),Alcorn State,Mississippi (MS),https://www.alcorn.edu/,alcorn.edu,https://logo.clearbit.com/alcorn.edu
Belhaven University (BU),Jackson,Mississippi (MS),https://www.belhaven.edu/,belhaven.edu,https://logo.clearbit.com/belhaven.edu
Blue Mountain Christian University (BMCU),Blue Mountain,Mississippi (MS),https://www.bmc.edu/,bmc.edu,https://logo.clearbit.com/bmc.edu
Chris Beauty College (CBC),Gulfport,Mississippi (MS),https://www.chrisbeautycollege.edu/,chrisbeautycollege.edu,https://logo.clearbit.com/chrisbeautycollege.edu
Coahoma Community College (CCC),Clarksdale,Mississippi (MS),https://www.coahomacc.edu/,coahomacc.edu,https://logo.clearbit.com/coahomacc.edu
Copiah-Lincoln Community College (CCC),Wesson,Mississippi (MS),https://www.colin.edu/,colin.edu,https://logo.clearbit.com/colin.edu
Delta State University (DSU),Cleveland,Mississippi (MS),https://www.deltastate.edu/,deltastate.edu,https://logo.clearbit.com/deltastate.edu
East Central Community College (ECCC),Decatur,Mississippi (MS),https://www.eccc.edu/,eccc.edu,https://logo.clearbit.com/eccc.edu
East Mississippi Community College (EMCC),Scooba,Mississippi (MS),https://www.eastms.edu/,eastms.edu,https://logo.clearbit.com/eastms.edu
Fosters Cosmetology College (FCC),Ripley,Mississippi (MS),https://www.fosters.edu/,fosters.edu,https://logo.clearbit.com/fosters.edu
Academy of Hair Design-Grenada (AHD),Grenada,Mississippi (MS),https://www.academyofhair.com/grenada-campus,academyofhair.com,https://logo.clearbit.com/academyofhair.com
Hinds Community College (HCC),Raymond,Mississippi (MS),https://www.hindscc.edu/,hindscc.edu,https://logo.clearbit.com/hindscc.edu
Holmes Community College (HCC),Goodman,Mississippi (MS),https://www.holmescc.edu/,holmescc.edu,https://logo.clearbit.com/holmescc.edu
Itawamba Community College (ICC),Fulton,Mississippi (MS),https://www.iccms.edu/,iccms.edu,https://logo.clearbit.com/iccms.edu
Jackson State University (JSU),Jackson,Mississippi (MS),https://www.jsums.edu/,jsums.edu,https://logo.clearbit.com/jsums.edu
Jones County Junior College (JCJC),Ellisville,Mississippi (MS),https://www.jcjc.edu/,jcjc.edu,https://logo.clearbit.com/jcjc.edu
Meridian Community College (MCC),Meridian,Mississippi (MS),https://www.meridiancc.edu/,meridiancc.edu,https://logo.clearbit.com/meridiancc.edu
Millsaps College (MC),Jackson,Mississippi (MS),https://www.millsaps.edu/,millsaps.edu,https://logo.clearbit.com/millsaps.edu
Board of Trustees-Mississippi State Institutions of Higher Learning (BTSIHL),Jackson,Mississippi (MS),https://www.mississippi.edu/,mississippi.edu,https://logo.clearbit.com/mississippi.edu
Mississippi Delta Community College (MDCC),Moorhead,Mississippi (MS),https://www.msdelta.edu/,msdelta.edu,https://logo.clearbit.com/msdelta.edu
University of Mississippi (UM),University,Mississippi (MS),https://www.olemiss.edu/,olemiss.edu,https://logo.clearbit.com/olemiss.edu
Mississippi University for Women (MUFW),Columbus,Mississippi (MS),https://www.muw.edu/,muw.edu,https://logo.clearbit.com/muw.edu
Mississippi Valley State University (MVSU),Itta Bena,Mississippi (MS),https://www.mvsu.edu/,mvsu.edu,https://logo.clearbit.com/mvsu.edu
Mississippi College (MC),Clinton,Mississippi (MS),https://www.mc.edu/,mc.edu,https://logo.clearbit.com/mc.edu
Hatfield's Mississippi College of Beauty Culture (HMCBC),Laurel,Mississippi (MS),https://hatfieldsinc.com/,hatfieldsinc.com,https://logo.clearbit.com/hatfieldsinc.com
Mississippi Gulf Coast Community College (MGCCC),Perkinston,Mississippi (MS),https://www.mgccc.edu/,mgccc.edu,https://logo.clearbit.com/mgccc.edu
Mississippi State University (MSU),Mississippi State,Mississippi (MS),https://www.msstate.edu/,msstate.edu,https://logo.clearbit.com/msstate.edu
Northeast Mississippi Community College (NMCC),Booneville,Mississippi (MS),https://www.nemcc.edu/,nemcc.edu,https://logo.clearbit.com/nemcc.edu
Northwest Mississippi Community College (NMCC),Senatobia,Mississippi (MS),https://www.northwestms.edu/,northwestms.edu,https://logo.clearbit.com/northwestms.edu
Pearl River Community College (PRCC),Poplarville,Mississippi (MS),https://www.prcc.edu/,prcc.edu,https://logo.clearbit.com/prcc.edu
Rust College (RC),Holly Springs,Mississippi (MS),https://www.rustcollege.edu/,rustcollege.edu,https://logo.clearbit.com/rustcollege.edu
Southeastern Baptist College (SBC),Laurel,Mississippi (MS),https://www.southeasternbaptist.edu/,southeasternbaptist.edu,https://logo.clearbit.com/southeasternbaptist.edu
Southwest Mississippi Community College (SMCC),Summit,Mississippi (MS),https://www.smcc.edu/,smcc.edu,https://logo.clearbit.com/smcc.edu
University of Southern Mississippi (USM),Hattiesburg,Mississippi (MS),https://www.usm.edu/,usm.edu,https://logo.clearbit.com/usm.edu
Tougaloo College (TC),Tougaloo,Mississippi (MS),https://www.tougaloo.edu/,tougaloo.edu,https://logo.clearbit.com/tougaloo.edu
Vaughn Beauty College (VBC),Aberdeen,Mississippi (MS),https://vaughnbeauty.com/,vaughnbeauty.com,https://logo.clearbit.com/vaughnbeauty.com
Wesley Biblical Seminary (WBS),Ridgeland,Mississippi (MS),https://www.wbs.edu/,wbs.edu,https://logo.clearbit.com/wbs.edu
William Carey University (WCU),Hattiesburg,Mississippi (MS),https://www.wmcarey.edu/,wmcarey.edu,https://logo.clearbit.com/wmcarey.edu
Aquinas Institute of Theology (AIT),Saint Louis,Missouri (MO),https://www.ai.edu/,ai.edu,https://logo.clearbit.com/ai.edu
Avila University (AU),Kansas City,Missouri (MO),https://www.avila.edu/,avila.edu,https://logo.clearbit.com/avila.edu
Mission University (MU),Springfield,Missouri (MO),https://www.mission.edu/,mission.edu,https://logo.clearbit.com/mission.edu
House of Heavilin Beauty College-Blue Springs (HHBCS),Blue Springs,Missouri (MO),https://kc-hair.com/,kc-hair.com,https://logo.clearbit.com/kc-hair.com
Cox College (CC),Springfield,Missouri (MO),https://coxcollege.edu/,coxcollege.edu,https://logo.clearbit.com/coxcollege.edu
Calvary University (CU),Kansas City,Missouri (MO),https://www.calvary.edu/,calvary.edu,https://logo.clearbit.com/calvary.edu
Cape Girardeau Career and Technology Center (CGCTC),Cape Girardeau,Missouri (MO),https://www.capectc.org/,capectc.org,https://logo.clearbit.com/capectc.org
Central Christian College of the Bible (CCCTB),Moberly,Missouri (MO),https://www.cccb.edu/,cccb.edu,https://logo.clearbit.com/cccb.edu
Central Methodist University-College of Liberal Arts and Sciences (CMULAS),Fayette,Missouri (MO),https://www.centralmethodist.edu/,centralmethodist.edu,https://logo.clearbit.com/centralmethodist.edu
University of Central Missouri (UCM),Warrensburg,Missouri (MO),https://www.ucmo.edu/,ucmo.edu,https://logo.clearbit.com/ucmo.edu
Grand River Technical School (GRTS),Chillicothe,Missouri (MO),https://www.grts.org/,grts.org,https://logo.clearbit.com/grts.org
Cleveland University-Kansas City (CUC),Overland Park,Kansas (KS),https://www.cleveland.edu/,cleveland.edu,https://logo.clearbit.com/cleveland.edu
Columbia College (CC),Columbia,Missouri (MO),https://www.ccis.edu/,ccis.edu,https://logo.clearbit.com/ccis.edu
Conception Seminary College (CSC),Conception,Missouri (MO),https://www.conception.edu/,conception.edu,https://logo.clearbit.com/conception.edu
Concordia Seminary (CS),Saint Louis,Missouri (MO),https://www.csl.edu/,csl.edu,https://logo.clearbit.com/csl.edu
Cottey College (CC),Nevada,Missouri (MO),https://www.cottey.edu/,cottey.edu,https://logo.clearbit.com/cottey.edu
Covenant Theological Seminary (CTS),Saint Louis,Missouri (MO),https://www.covenantseminary.edu/,covenantseminary.edu,https://logo.clearbit.com/covenantseminary.edu
Crowder College (CC),Neosho,Missouri (MO),https://www.crowder.edu/,crowder.edu,https://logo.clearbit.com/crowder.edu
Culver-Stockton College (CC),Canton,Missouri (MO),https://www.culver.edu/,culver.edu,https://logo.clearbit.com/culver.edu
Drury University (DU),Springfield,Missouri (MO),https://www.drury.edu/,drury.edu,https://logo.clearbit.com/drury.edu
East Central College (ECC),Union,Missouri (MO),https://www.eastcentral.edu/,eastcentral.edu,https://logo.clearbit.com/eastcentral.edu
Eden Theological Seminary (ETS),Webster Groves,Missouri (MO),https://www.eden.edu/,eden.edu,https://logo.clearbit.com/eden.edu
Pinnacle Career Institute (PCI),Kansas City,Missouri (MO),https://pcitraining.edu/,pcitraining.edu,https://logo.clearbit.com/pcitraining.edu
Evangel University (EU),Springfield,Missouri (MO),https://www.evangel.edu/,evangel.edu,https://logo.clearbit.com/evangel.edu
Fontbonne University (FU),Saint Louis,Missouri (MO),https://www.fontbonne.edu/,fontbonne.edu,https://logo.clearbit.com/fontbonne.edu
Four Rivers Career Center (FRCC),Washington,Missouri (MO),https://frcc.washington.k12.mo.us/,frcc.washington.k12.mo.us,https://logo.clearbit.com/frcc.washington.k12.mo.us
Ozarks Technical Community College (OTCC),Springfield,Missouri (MO),https://www.otc.edu/,otc.edu,https://logo.clearbit.com/otc.edu
Hannibal-LaGrange University (HU),Hannibal,Missouri (MO),https://www.hlg.edu/,hlg.edu,https://logo.clearbit.com/hlg.edu
Harris-Stowe State University (HSU),Saint Louis,Missouri (MO),https://www.hssu.edu/,hssu.edu,https://logo.clearbit.com/hssu.edu
Summit Salon Academy Kansas City (SSAKC),Independence,Missouri (MO),https://www.summitsalonacademykc.com/,summitsalonacademykc.com,https://logo.clearbit.com/summitsalonacademykc.com
Jefferson College (JC),Hillsboro,Missouri (MO),https://www.jeffco.edu/,jeffco.edu,https://logo.clearbit.com/jeffco.edu
Paul Mitchell the School-Missouri Columbia (PMTSC),Columbia,Missouri (MO),https://missouricolumbia.paulmitchell.edu/,missouricolumbia.paulmitchell.edu,https://logo.clearbit.com/missouricolumbia.paulmitchell.edu
Barnes-Jewish College Goldfarb School of Nursing (BCGSN),Saint Louis,Missouri (MO),https://www.barnesjewishcollege.edu/,barnesjewishcollege.edu,https://logo.clearbit.com/barnesjewishcollege.edu
Kansas City Art Institute (KCAI),Kansas City,Missouri (MO),https://www.kcai.edu/,kcai.edu,https://logo.clearbit.com/kcai.edu
Kenrick Glennon Seminary (KGS),Saint Louis,Missouri (MO),https://www.kenrick.edu/,kenrick.edu,https://logo.clearbit.com/kenrick.edu
A T Still University of Health Sciences (ATSUHS),Kirksville,Missouri (MO),https://www.atsu.edu/,atsu.edu,https://logo.clearbit.com/atsu.edu
Lex La-Ray Technical Center (LLTC),Lexington,Missouri (MO),https://www.lexlaray.com/,lexlaray.com,https://logo.clearbit.com/lexlaray.com
Lincoln University (LU),Jefferson City,Missouri (MO),https://www.lincolnu.edu/,lincolnu.edu,https://logo.clearbit.com/lincolnu.edu
Lindenwood University (LU),Saint Charles,Missouri (MO),https://www.lindenwood.edu/,lindenwood.edu,https://logo.clearbit.com/lindenwood.edu
State Technical College of Missouri (STCM),Linn,Missouri (MO),https://www.statetechmo.edu/,statetechmo.edu,https://logo.clearbit.com/statetechmo.edu
Logan University (LU),Chesterfield,Missouri (MO),https://www.logan.edu/,logan.edu,https://logo.clearbit.com/logan.edu
Metropolitan Community College-Kansas City (MCCC),Kansas City,Missouri (MO),https://www.mcckc.edu/,mcckc.edu,https://logo.clearbit.com/mcckc.edu
Maryville University of Saint Louis (MUSL),Saint Louis,Missouri (MO),https://www.maryville.edu/,maryville.edu,https://logo.clearbit.com/maryville.edu
Missouri College of Cosmetology and Esthetics (MCCE),Jefferson City,Missouri (MO),https://merrelluniversity.edu/,merrelluniversity.edu,https://logo.clearbit.com/merrelluniversity.edu
Midwest Institute (MI),Earth City,Missouri (MO),https://midwestinstitute.com/,midwestinstitute.com,https://logo.clearbit.com/midwestinstitute.com
Midwestern Baptist Theological Seminary (MBTS),Kansas City,Missouri (MO),https://www.mbts.edu/,mbts.edu,https://logo.clearbit.com/mbts.edu
Mineral Area College (MAC),Park Hills,Missouri (MO),https://mineralarea.edu/,mineralarea.edu,https://logo.clearbit.com/mineralarea.edu
Missouri Baptist University (MBU),Saint Louis,Missouri (MO),https://www.mobap.edu/,mobap.edu,https://logo.clearbit.com/mobap.edu
Missouri Southern State University (MSSU),Joplin,Missouri (MO),https://www.mssu.edu/,mssu.edu,https://logo.clearbit.com/mssu.edu
Missouri Valley College (MVC),Marshall,Missouri (MO),https://www.moval.edu/,moval.edu,https://logo.clearbit.com/moval.edu
Missouri Western State University (MWSU),Saint Joseph,Missouri (MO),https://www.missouriwestern.edu/,missouriwestern.edu,https://logo.clearbit.com/missouriwestern.edu
University of Missouri-Columbia (UM),Columbia,Missouri (MO),https://missouri.edu/,missouri.edu,https://logo.clearbit.com/missouri.edu
University of Missouri-Kansas City (UMC),Kansas City,Missouri (MO),https://www.umkc.edu/,umkc.edu,https://logo.clearbit.com/umkc.edu
Missouri University of Science and Technology (MUST),Rolla,Missouri (MO),https://www.mst.edu/,mst.edu,https://logo.clearbit.com/mst.edu
University of Missouri-St Louis (UML),Saint Louis,Missouri (MO),https://www.umsl.edu/,umsl.edu,https://logo.clearbit.com/umsl.edu
University of Missouri-System Office (UMO),Columbia,Missouri (MO),https://www.umsystem.edu/,umsystem.edu,https://logo.clearbit.com/umsystem.edu
Moberly Area Community College (MACC),Moberly,Missouri (MO),https://www.macc.edu/,macc.edu,https://logo.clearbit.com/macc.edu
Nazarene Theological Seminary (NTS),Kansas City,Missouri (MO),https://www.nts.edu/,nts.edu,https://logo.clearbit.com/nts.edu
Neosho Beauty College (NBC),Neosho,Missouri (MO),https://neoshobeautycollege.com/,neoshobeautycollege.com,https://logo.clearbit.com/neoshobeautycollege.com
Truman State University (TSU),Kirksville,Missouri (MO),https://www.truman.edu/,truman.edu,https://logo.clearbit.com/truman.edu
Northwest Missouri State University (NMSU),Maryville,Missouri (MO),https://www.nwmissouri.edu/,nwmissouri.edu,https://logo.clearbit.com/nwmissouri.edu
Ozark Christian College (OCC),Joplin,Missouri (MO),https://www.occ.edu/,occ.edu,https://logo.clearbit.com/occ.edu
College of the Ozarks (CTO),Point Lookout,Missouri (MO),https://www.cofo.edu/,cofo.edu,https://logo.clearbit.com/cofo.edu
Park University (PU),Parkville,Missouri (MO),https://www.park.edu/,park.edu,https://logo.clearbit.com/park.edu
Stevens-The Institute of Business & Arts (SIBA),Saint Louis,Missouri (MO),https://www.siba.edu/,siba.edu,https://logo.clearbit.com/siba.edu
Poplar Bluff Technical Career Center (PBTCC),Poplar Bluff,Missouri (MO),https://www.poplarbluffschools.net/,poplarbluffschools.net,https://logo.clearbit.com/poplarbluffschools.net
Ranken Technical College (RTC),Saint Louis,Missouri (MO),https://www.ranken.edu/,ranken.edu,https://logo.clearbit.com/ranken.edu
Research College of Nursing (RCN),Kansas City,Missouri (MO),https://researchcollege.edu/,researchcollege.edu,https://logo.clearbit.com/researchcollege.edu
Rockhurst University (RU),Kansas City,Missouri (MO),https://www.rockhurst.edu/,rockhurst.edu,https://logo.clearbit.com/rockhurst.edu
Saint Louis University (SLU),Saint Louis,Missouri (MO),https://www.slu.edu/,slu.edu,https://logo.clearbit.com/slu.edu
Salem College of Hairstyling (SCH),Rolla,Missouri (MO),https://www.centralandsalemcolleges.com/,centralandsalemcolleges.com,https://logo.clearbit.com/centralandsalemcolleges.com
University of Health Sciences and Pharmacy in St. Louis (UHSPISL),Saint Louis,Missouri (MO),https://www.uhsp.edu/,uhsp.edu,https://logo.clearbit.com/uhsp.edu
Saint Louis Community College (SLCC),Bridgeton,Missouri (MO),https://www.stlcc.edu/,stlcc.edu,https://logo.clearbit.com/stlcc.edu
Saint Paul School of Theology (SPST),Leawood,Kansas (KS),https://www.spst.edu/,spst.edu,https://logo.clearbit.com/spst.edu
Southwest Baptist University (SBU),Bolivar,Missouri (MO),https://www.sbuniv.edu/,sbuniv.edu,https://logo.clearbit.com/sbuniv.edu
Missouri State University-West Plains (MSUP),West Plains,Missouri (MO),https://wp.missouristate.edu/,wp.missouristate.edu,https://logo.clearbit.com/wp.missouristate.edu
St Louis College of Health Careers-St Louis (SLCHCL),Saint Louis,Missouri (MO),https://www.slchc.edu/,slchc.edu,https://logo.clearbit.com/slchc.edu
State Fair Community College (SFCC),Sedalia,Missouri (MO),https://www.sfccmo.edu/,sfccmo.edu,https://logo.clearbit.com/sfccmo.edu
Stephens College (SC),Columbia,Missouri (MO),https://www.stephens.edu/,stephens.edu,https://logo.clearbit.com/stephens.edu
Southeast Missouri State University (SMSU),Cape Girardeau,Missouri (MO),https://www.semo.edu/,semo.edu,https://logo.clearbit.com/semo.edu
Missouri State University-Springfield (MSU),Springfield,Missouri (MO),https://www.missouristate.edu/,missouristate.edu,https://logo.clearbit.com/missouristate.edu
Three Rivers College (TRC),Poplar Bluff,Missouri (MO),https://trcc.edu/,trcc.edu,https://logo.clearbit.com/trcc.edu
North Central Missouri College (NCMC),Trenton,Missouri (MO),https://www.ncmissouri.edu/,ncmissouri.edu,https://logo.clearbit.com/ncmissouri.edu
Kansas City University (KCU),Kansas City,Missouri (MO),https://www.kansascity.edu/,kansascity.edu,https://logo.clearbit.com/kansascity.edu
Washington University in St Louis (WUISL),Saint Louis,Missouri (MO),https://wustl.edu/,wustl.edu,https://logo.clearbit.com/wustl.edu
Webster University (WU),Saint Louis,Missouri (MO),https://www.webster.edu/,webster.edu,https://logo.clearbit.com/webster.edu
Westminster College (WC),Fulton,Missouri (MO),https://www.wcmo.edu/,wcmo.edu,https://logo.clearbit.com/wcmo.edu
William Jewell College (WJC),Liberty,Missouri (MO),https://www.jewell.edu/,jewell.edu,https://logo.clearbit.com/jewell.edu
William Woods University (WWU),Fulton,Missouri (MO),https://www.williamwoods.edu/,williamwoods.edu,https://logo.clearbit.com/williamwoods.edu
Academy of Cosmetology Inc (ACI),Bozeman,Montana (MT),https://www.academycosmetology.com/,academycosmetology.com,https://logo.clearbit.com/academycosmetology.com
Blackfeet Community College (BCC),Browning,Montana (MT),https://bfcc.edu/,bfcc.edu,https://logo.clearbit.com/bfcc.edu
Butte Academy of Beauty Culture (BABC),Butte,Montana (MT),https://butteacademyofbeauty.ipage.com/,butteacademyofbeauty.ipage.com,https://logo.clearbit.com/butteacademyofbeauty.ipage.com
Highlands College of Montana Tech (HCMT),Butte,Montana (MT),https://www.mtech.edu/,mtech.edu,https://logo.clearbit.com/mtech.edu
Crevier's Academy of Cosmetology Arts (CACA),Kalispell,Montana (MT),https://www.crevierschool.com/,crevierschool.com,https://logo.clearbit.com/crevierschool.com
Carroll College (CC),Helena,Montana (MT),https://www.carroll.edu/,carroll.edu,https://logo.clearbit.com/carroll.edu
Dawson Community College (DCC),Glendive,Montana (MT),https://www.dawson.edu/,dawson.edu,https://logo.clearbit.com/dawson.edu
Chief Dull Knife College (CDKC),Lame Deer,Montana (MT),https://cdkc.edu/,cdkc.edu,https://logo.clearbit.com/cdkc.edu
Montana State University Billings (MSUB),Billings,Montana (MT),https://www.msubillings.edu/,msubillings.edu,https://logo.clearbit.com/msubillings.edu
Flathead Valley Community College (FVCC),Kalispell,Montana (MT),https://www.fvcc.edu/,fvcc.edu,https://logo.clearbit.com/fvcc.edu
Aaniiih Nakoda College (ANC),Harlem,Montana (MT),https://www.ancollege.edu/,ancollege.edu,https://logo.clearbit.com/ancollege.edu
Fort Peck Community College (FPCC),Poplar,Montana (MT),https://www.fpcc.edu/,fpcc.edu,https://logo.clearbit.com/fpcc.edu
Great Falls College Montana State University (GFCMSU),Great Falls,Montana (MT),https://www.gfcmsu.edu/,gfcmsu.edu,https://logo.clearbit.com/gfcmsu.edu
University of Providence (UP),Great Falls,Montana (MT),https://www.uprovidence.edu/,uprovidence.edu,https://logo.clearbit.com/uprovidence.edu
Helena College University of Montana (HCUM),Helena,Montana (MT),https://www.helenacollege.edu/,helenacollege.edu,https://logo.clearbit.com/helenacollege.edu
Little Big Horn College (LBHC),Crow Agency,Montana (MT),https://www.lbhc.edu/,lbhc.edu,https://logo.clearbit.com/lbhc.edu
Miles Community College (MCC),Miles City,Montana (MT),https://www.milescc.edu/,milescc.edu,https://logo.clearbit.com/milescc.edu
Montana State University (MSU),Bozeman,Montana (MT),https://www.montana.edu/,montana.edu,https://logo.clearbit.com/montana.edu
The University of Montana (TUM),Missoula,Montana (MT),https://www.umt.edu/,umt.edu,https://logo.clearbit.com/umt.edu
Montana State University-Northern (MSU),Havre,Montana (MT),https://www.msun.edu/,msun.edu,https://logo.clearbit.com/msun.edu
Rocky Mountain College (RMC),Billings,Montana (MT),https://www.rocky.edu/,rocky.edu,https://logo.clearbit.com/rocky.edu
Salish Kootenai College (SKC),Pablo,Montana (MT),https://www.skc.edu/,skc.edu,https://logo.clearbit.com/skc.edu
The University of Montana-Western (TUM),Dillon,Montana (MT),https://umwestern.edu/,umwestern.edu,https://logo.clearbit.com/umwestern.edu
Bellevue University (BU),Bellevue,Nebraska (NE),https://www.bellevue.edu/,bellevue.edu,https://logo.clearbit.com/bellevue.edu
Clarkson College (CC),Omaha,Nebraska (NE),https://www.clarksoncollege.edu/,clarksoncollege.edu,https://logo.clearbit.com/clarksoncollege.edu
Bryan College of Health Sciences (BCHS),Lincoln,Nebraska (NE),https://www.bryanhealthcollege.edu/bcohs/,bryanhealthcollege.edu,https://logo.clearbit.com/bryanhealthcollege.edu
Central Community College (CCC),Grand Island,Nebraska (NE),https://www.cccneb.edu/,cccneb.edu,https://logo.clearbit.com/cccneb.edu
Chadron State College (CSC),Chadron,Nebraska (NE),https://www.csc.edu/,csc.edu,https://logo.clearbit.com/csc.edu
College of Hair Design-Downtown (CHD),Lincoln,Nebraska (NE),https://collegeofhairdesign.com/,collegeofhairdesign.com,https://logo.clearbit.com/collegeofhairdesign.com
Concordia University-Nebraska (CU),Seward,Nebraska (NE),https://www.cune.edu/,cune.edu,https://logo.clearbit.com/cune.edu
Creighton University (CU),Omaha,Nebraska (NE),https://www.creighton.edu/,creighton.edu,https://logo.clearbit.com/creighton.edu
Doane University (DU),Crete,Nebraska (NE),https://www.doane.edu/,doane.edu,https://logo.clearbit.com/doane.edu
Hastings College (HC),Hastings,Nebraska (NE),https://www.hastings.edu/,hastings.edu,https://logo.clearbit.com/hastings.edu
CHI Health School of Radiologic Technology (CHSRT),Omaha,Nebraska (NE),https://www.chihealth.com/school-of-radiologic-technology,chihealth.com,https://logo.clearbit.com/chihealth.com
Joseph's College Cosmetology (JCC),Lincoln,Nebraska (NE),https://josephscollege.edu/,josephscollege.edu,https://logo.clearbit.com/josephscollege.edu
University of Nebraska at Kearney (UNK),Kearney,Nebraska (NE),https://www.unk.edu/,unk.edu,https://logo.clearbit.com/unk.edu
Nebraska Methodist College of Nursing & Allied Health (NMCNAH),Omaha,Nebraska (NE),https://www.methodistcollege.edu/,methodistcollege.edu,https://logo.clearbit.com/methodistcollege.edu
Metropolitan Community College Area (MCCA),Omaha,Nebraska (NE),https://www.mccneb.edu/,mccneb.edu,https://logo.clearbit.com/mccneb.edu
Mid-Plains Community College (MCC),North Platte,Nebraska (NE),https://www.mpcc.edu/,mpcc.edu,https://logo.clearbit.com/mpcc.edu
